id,account_owner_id,company_name,subscription_type,subscription_start,subscription_expiry,max_users,status
5aec98dd-563f-4482-a548-a5a48926010c,0028ffcb-175a-44e1-8393-cb38567e9341,"Aksa Energy",corporate,2025-02-28T15:03:53,2026-02-28T15:03:53,4,active
