id,drupal_id,drupal_uuid,name,total_sub_stages,project_id,migration_status
8489b6d0-77bb-4d15-9c7f-ae8baba19da6,5352,8489b6d0-77bb-4d15-9c7f-ae8baba19da6,"",4,5ce4fc85-2c15-4384-a13b-3fa5c9f11952,success
835d6745-b459-46eb-a614-1132a8bbe666,5015,835d6745-b459-46eb-a614-1132a8bbe666,"",4,046718f6-8065-4b61-baff-ae50915ff4f2,success
20fe2f5a-4f60-4c10-a76e-9882d0364ada,5627,20fe2f5a-4f60-4c10-a76e-9882d0364ada,"",4,a02ceda7-c079-4417-86bf-f6bb9b8b1d7f,success
4a0cdb50-3b5e-473a-986f-59e8ec6a17a5,5630,4a0cdb50-3b5e-473a-986f-59e8ec6a17a5,"",4,a02ceda7-c079-4417-86bf-f6bb9b8b1d7f,success
2c643cdb-6c57-4b69-9a54-8ff025056568,5091,2c643cdb-6c57-4b69-9a54-8ff025056568,"",4,04bd9316-bac9-4510-a3e8-ae1819f38214,success
6344a836-8553-4de2-9084-be2e8b30d0b4,5578,6344a836-8553-4de2-9084-be2e8b30d0b4,"",4,80ceaedd-4b36-4979-b9c6-928222677af7,success
