id,corporate_accounts_id,users_id
0d4d5c3c-12d4-4284-8761-2b698f2f28df,5aec98dd-563f-4482-a548-a5a48926010c,e9294423-13c1-4193-94c1-c8e241080685
2dd0232b-12eb-4b63-94e2-61cd05059cf0,5aec98dd-563f-4482-a548-a5a48926010c,a5842574-4937-4ef2-a61b-e0fbf19f6e76
4ca7bb84-7c96-435b-8c1b-fb14ded6b11d,5aec98dd-563f-4482-a548-a5a48926010c,59257b3e-3f19-43fc-8828-8eacbb5ef18c
