id,coporate_account_id,directus_users_id,migration_status
58e4bf92-f208-4cba-b9be-df7b7ae6b740,42b6e972-9a0d-4c86-961e-c182f3750ab5,,failed
a30b0813-b77c-4e2e-8f2e-af0a9ad9806f,42b6e972-9a0d-4c86-961e-c182f3750ab5,,failed
04615618-05d6-423d-a9f8-73c949d6dcfc,42b6e972-9a0d-4c86-961e-c182f3750ab5,,failed
