id,name,description,user_created,date_created,date_updated
c35e1e47-3fb9-477b-9e4d-f67c89be083c,"ConstructAfrica Webinars",,78699b33-83da-478a-853d-af10f06f69d7,,2024-01-18T19:03:53
d694b747-68d5-4a4e-8755-2fc9e1b7d43a,"External Events",,78699b33-83da-478a-853d-af10f06f69d7,,2023-12-14T18:22:35
